@relation energy_consumption-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute DateTime string
@attribute Consumption numeric
@attribute Production numeric
@attribute Nuclear numeric
@attribute Wind numeric
@attribute Hydroelectric numeric
@attribute Oil_and_Gas numeric
@attribute Coal numeric
@attribute Solar numeric
@attribute Biomass numeric

@data
12/01/2019?0:00,0.560426,0.54984,0.916201,0.029256,0.230571,0.901184,0.905669,0,58
12/01/2019?1:00,0.530912,0.522904,0.916201,0.033486,0.205917,0.892434,0.875996,0,58
12/01/2019?2:00,0.50227,0.518034,0.917318,0.0638,0.181498,0.889346,0.872453,0,58
12/01/2019?3:00,0.487076,0.516055,0.926257,0.123017,0.155905,0.882141,0.843667,0,57
12/01/2019?4:00,0.485679,0.537818,0.922905,0.189284,0.149566,0.879053,0.838795,0,57
12/01/2019?5:00,0.506986,0.56308,0.92514,0.199507,0.20803,0.838909,0.823738,0,56
12/01/2019?6:00,0.544534,0.58119,0.92514,0.255904,0.189716,0.885229,0.799823,0,57
12/01/2019?7:00,0.620154,0.589408,0.92514,0.268594,0.186194,0.878024,0.820195,0,59
12/01/2019?8:00,0.696647,0.615736,0.927374,0.29221,0.189481,0.816778,0.91054,0.004398,58
12/01/2019?9:00,0.768599,0.724091,0.92067,0.316532,0.26626,0.937725,0.932241,0.036939,58
12/01/2019?10:00,0.789906,0.766702,0.92514,0.42263,0.270251,0.931549,0.890168,0.093228,58
12/01/2019?11:00,0.78292,0.773398,0.926257,0.592527,0.178446,0.911477,0.863153,0.140721,58
12/01/2019?12:00,0.771219,0.782681,0.927374,0.624956,0.182907,0.881626,0.844553,0.185576,58
12/01/2019?13:00,0.753231,0.769137,0.924022,0.609799,0.169054,0.875965,0.843224,0.211082,56
12/01/2019?14:00,0.720224,0.750114,0.92514,0.569616,0.192064,0.880082,0.799823,0.192612,58
12/01/2019?15:00,0.71935,0.740831,0.92514,0.504406,0.209439,0.882141,0.864925,0.102902,58
12/01/2019?16:00,0.750087,0.726526,0.924022,0.452943,0.212961,0.884714,0.923826,0.015831,57
12/01/2019?17:00,0.849109,0.784356,0.924022,0.422982,0.30054,0.93721,0.926926,0,60
12/01/2019?18:00,0.874432,0.788617,0.924022,0.40571,0.328011,0.935152,0.912312,0,58
12/01/2019?19:00,0.839679,0.746614,0.921788,0.359535,0.285748,0.932578,0.930027,0,57
12/01/2019?20:00,0.79532,0.712525,0.924022,0.279168,0.277765,0.934122,0.944641,0,59
12/01/2019?21:00,0.73175,0.676457,0.916201,0.23828,0.25405,0.932064,0.941541,0,56
12/01/2019?22:00,0.654907,0.642216,0.915084,0.159676,0.232684,0.933093,0.980514,0,56
12/01/2019?23:00,0.578589,0.611475,0.917318,0.106803,0.2085,0.936696,1,0,55
13/01/2019?0:00,0.509431,0.560189,0.917318,0.123722,0.182907,0.93052,0.88264,0,55
13/01/2019?1:00,0.473105,0.494293,0.924022,0.111738,0.195821,0.704581,0.874225,0,55
13/01/2019?2:00,0.450402,0.467509,0.926257,0.073317,0.182202,0.709213,0.864482,0,55
13/01/2019?3:00,0.446734,0.462639,0.926257,0.060275,0.183846,0.708698,0.864925,0,54
13/01/2019?4:00,0.444115,0.460965,0.924022,0.063095,0.180559,0.708183,0.864039,0,54
13/01/2019?5:00,0.471533,0.469639,0.924022,0.044413,0.208734,0.709727,0.857839,0,56
13/01/2019?6:00,0.490744,0.463856,0.92514,0.063447,0.193473,0.715389,0.840567,0,54
13/01/2019?7:00,0.523751,0.469639,0.92514,0.06521,0.189951,0.725167,0.85341,0,55
13/01/2019?8:00,0.562871,0.472074,0.922905,0.066267,0.173515,0.797221,0.824181,0.007916,55
13/01/2019?9:00,0.617359,0.548623,0.92514,0.059922,0.200047,0.924858,0.866696,0.060686,58
13/01/2019?10:00,0.627314,0.56932,0.92514,0.06662,0.212491,0.935152,0.851639,0.130167,57
13/01/2019?11:00,0.617359,0.596408,0.926257,0.076137,0.242076,0.93721,0.85031,0.151275,57
13/01/2019?12:00,0.615089,0.595039,0.92514,0.095876,0.238554,0.895522,0.821523,0.235708,58
13/01/2019?13:00,0.589067,0.550905,0.926257,0.109975,0.186664,0.885744,0.798494,0.200528,57
13/01/2019?14:00,0.548201,0.535839,0.927374,0.133239,0.191359,0.792074,0.829495,0.138083,55
13/01/2019?15:00,0.582256,0.562624,0.926257,0.145224,0.207326,0.834277,0.866696,0.059807,55
13/01/2019?16:00,0.643206,0.59093,0.929609,0.172365,0.226109,0.862069,0.880868,0.004398,56
13/01/2019?17:00,0.680231,0.589712,0.92514,0.197039,0.227283,0.873392,0.839238,0,56
13/01/2019?18:00,0.754279,0.647999,0.929609,0.281283,0.241841,0.931549,0.824181,0,55
13/01/2019?19:00,0.756898,0.654086,0.927374,0.269651,0.254285,0.936181,0.829052,0,55
13/01/2019?20:00,0.723716,0.649673,0.926257,0.276701,0.245128,0.935152,0.826395,0,55
13/01/2019?21:00,0.666783,0.649368,0.924022,0.295735,0.234327,0.93721,0.821523,0,55
13/01/2019?22:00,0.587496,0.650738,0.927374,0.328869,0.235971,0.920741,0.793623,0,55
13/01/2019?23:00,0.517988,0.622888,0.927374,0.372577,0.198169,0.889861,0.755979,0,53
14/01/2019?0:00,0.479916,0.612844,0.926257,0.409588,0.204273,0.889861,0.669619,0,53
14/01/2019?1:00,0.441495,0.526404,0.924022,0.444836,0.160366,0.712301,0.609389,0,53
14/01/2019?2:00,0.425952,0.513316,0.926257,0.449771,0.175393,0.673186,0.569531,0,53
14/01/2019?3:00,0.432239,0.485771,0.92514,0.438491,0.147452,0.668554,0.560673,0,52
14/01/2019?4:00,0.447957,0.488662,0.927374,0.439901,0.120216,0.674215,0.613375,0,53
14/01/2019?5:00,0.503493,0.535991,0.926257,0.514628,0.116459,0.663407,0.674048,0,53
14/01/2019?6:00,0.657352,0.644803,0.927374,0.59711,0.17868,0.706639,0.730735,0,56
14/01/2019?7:00,0.816626,0.758332,0.924022,0.644695,0.309228,0.731343,0.732507,0,60
14/01/2019?8:00,0.9022,0.785725,0.928492,0.675361,0.289739,0.82244,0.722764,0.014952,59
14/01/2019?9:00,0.947258,0.800487,0.89162,0.64963,0.268373,0.923314,0.739593,0.068602,59
14/01/2019?10:00,0.937304,0.78679,0.869274,0.59288,0.27706,0.925373,0.743578,0.1073,58
14/01/2019?11:00,0.900803,0.762898,0.86257,0.523088,0.275652,0.924344,0.739593,0.162709,57
14/01/2019?12:00,0.874782,0.747375,0.869274,0.524145,0.241841,0.909418,0.724978,0.242744,60
14/01/2019?13:00,0.857317,0.732765,0.883799,0.52203,0.252172,0.86876,0.69442,0.245383,60
14/01/2019?14:00,0.836884,0.741896,0.883799,0.551287,0.253346,0.865157,0.703277,0.208443,61
14/01/2019?15:00,0.806671,0.745244,0.890503,0.673246,0.209204,0.869274,0.670062,0.14248,61
14/01/2019?16:00,0.825882,0.761528,0.84581,0.802608,0.224701,0.887802,0.58326,0.03606,55
14/01/2019?17:00,0.91198,0.77005,0.86257,0.791681,0.249824,0.898096,0.574845,0,60
14/01/2019?18:00,0.921236,0.792726,0.909497,0.81706,0.305471,0.784869,0.582817,0,61
14/01/2019?19:00,0.906043,0.775985,0.911732,0.750088,0.332472,0.748842,0.597431,0,60
14/01/2019?20:00,0.859064,0.763811,0.909497,0.593937,0.327307,0.909933,0.630204,0,60
14/01/2019?21:00,0.763709,0.731091,0.90838,0.531195,0.286922,0.911477,0.689105,0,61
14/01/2019?22:00,0.656479,0.699741,0.913966,0.504406,0.236206,0.926402,0.711692,0,62
14/01/2019?23:00,0.588369,0.674327,0.910615,0.463165,0.209439,0.920741,0.747564,0,60
15/01/2019?0:00,0.529689,0.653782,0.90838,0.451181,0.214135,0.912506,0.701949,0,59
15/01/2019?1:00,0.497555,0.592908,0.90838,0.360592,0.174454,0.895008,0.727635,0,62
15/01/2019?2:00,0.464024,0.558515,0.919553,0.312302,0.153088,0.887288,0.731178,0,61
15/01/2019?3:00,0.461579,0.549536,0.922905,0.335918,0.123268,0.89192,0.726306,0,61
15/01/2019?4:00,0.485505,0.555014,0.922905,0.319351,0.157549,0.903242,0.689105,0,60
15/01/2019?5:00,0.530388,0.583473,0.922905,0.367289,0.160601,0.908904,0.700177,0,61
15/01/2019?6:00,0.662766,0.665956,0.922905,0.476207,0.186898,0.917653,0.747564,0,58
15/01/2019?7:00,0.811561,0.734287,0.926257,0.58865,0.267903,0.839424,0.719663,0,55
15/01/2019?8:00,0.889102,0.755897,0.922905,0.798731,0.274947,0.699949,0.623118,0.010554,52
15/01/2019?9:00,0.940272,0.774159,0.921788,0.818118,0.2888,0.664951,0.636404,0.047493,52
15/01/2019?10:00,0.932763,0.763658,0.922905,0.812125,0.270486,0.659804,0.623118,0.101143,57
15/01/2019?11:00,0.885435,0.730635,0.919553,0.710257,0.256633,0.679876,0.626218,0.173263,64
15/01/2019?12:00,0.858365,0.723939,0.910615,0.657032,0.246302,0.730829,0.625332,0.228672,62
15/01/2019?13:00,0.857143,0.720438,0.901676,0.610857,0.249589,0.747298,0.641718,0.257696,64
15/01/2019?14:00,0.832518,0.704002,0.887151,0.535777,0.235032,0.843541,0.647919,0.237467,65
15/01/2019?15:00,0.813308,0.684523,0.913966,0.438844,0.23151,0.935152,0.676262,0.145119,65
15/01/2019?16:00,0.837234,0.681784,0.926257,0.431089,0.225875,0.961915,0.714792,0.038698,65
15/01/2019?17:00,0.909186,0.74007,0.926257,0.520268,0.231275,1,0.744021,0.010554,63
15/01/2019?18:00,0.939225,0.782073,0.92514,0.669722,0.258981,0.910962,0.708592,0,63
15/01/2019?19:00,0.917569,0.752245,0.926257,0.703208,0.25992,0.811117,0.664305,0,63
15/01/2019?20:00,0.879672,0.749962,0.927374,0.622136,0.312515,0.81472,0.655004,0,65
15/01/2019?21:00,0.809466,0.757115,0.926257,0.583715,0.289505,0.967576,0.637733,0,64
15/01/2019?22:00,0.706252,0.716482,0.924022,0.575961,0.252172,0.928461,0.635075,0,63
15/01/2019?23:00,0.608627,0.670522,0.932961,0.516391,0.223761,0.895522,0.654119,0,61
16/01/2019?0:00,0.549948,0.639324,0.926257,0.514276,0.175393,0.945445,0.617803,0,60
16/01/2019?1:00,0.508034,0.541014,0.929609,0.520268,0.165062,0.670612,0.578388,0,61
16/01/2019?2:00,0.500524,0.548927,0.928492,0.543884,0.154731,0.68142,0.58326,0,61
16/01/2019?3:00,0.504541,0.554254,0.92514,0.47797,0.184316,0.684508,0.620018,0,60
16/01/2019?4:00,0.504191,0.558515,0.930726,0.443426,0.177741,0.707669,0.669619,0,60
16/01/2019?5:00,0.548027,0.603105,0.929609,0.615086,0.147922,0.701493,0.645704,0,61
16/01/2019?6:00,0.669752,0.648151,0.928492,0.70215,0.169523,0.678332,0.646147,0,63
16/01/2019?7:00,0.818896,0.753158,0.929609,0.763835,0.28927,0.686052,0.641718,0,63
16/01/2019?8:00,0.883514,0.764419,0.927374,0.780049,0.270721,0.771487,0.612046,0.006157,64
16/01/2019?9:00,0.929445,0.803835,0.912849,0.770885,0.280817,0.86876,0.624889,0.040457,63
16/01/2019?10:00,0.936605,0.804139,0.880447,0.757138,0.272834,0.881112,0.627547,0.104661,63
16/01/2019?11:00,0.902899,0.793487,0.893855,0.818823,0.240667,0.825528,0.58326,0.181179,64
16/01/2019?12:00,0.881942,0.778877,0.883799,0.81847,0.260625,0.724653,0.573959,0.223395,63
16/01/2019?13:00,0.860112,0.763202,0.894972,0.781459,0.24912,0.770458,0.54163,0.245383,63
16/01/2019?14:00,0.845966,0.756201,0.889385,0.75608,0.251702,0.773031,0.551816,0.239226,63
16/01/2019?15:00,0.813832,0.731091,0.901676,0.739866,0.239023,0.77509,0.552702,0.164468,65
16/01/2019?16:00,0.827978,0.717699,0.912849,0.676419,0.264851,0.82244,0.561116,0.043096,63
16/01/2019?17:00,0.883688,0.717395,0.918436,0.597815,0.269782,0.879568,0.620018,0,64
16/01/2019?18:00,0.931366,0.756506,0.918436,0.517448,0.330359,0.931034,0.678034,0,61
16/01/2019?19:00,0.909535,0.71222,0.917318,0.392316,0.344917,0.92949,0.683348,0,55
16/01/2019?20:00,0.871987,0.661848,0.919553,0.270356,0.344212,0.931034,0.688663,0,55
16/01/2019?21:00,0.814181,0.658043,0.918436,0.230878,0.35877,0.933608,0.697963,0,55
16/01/2019?22:00,0.694027,0.561558,0.919553,0.206909,0.256868,0.916624,0.654119,0,55
16/01/2019?23:00,0.589417,0.520925,0.929609,0.146281,0.232449,0.89192,0.677148,0,51
17/01/2019?0:00,0.535627,0.501598,0.928492,0.103278,0.220239,0.895522,0.69442,0,53
17/01/2019?1:00,0.50716,0.424593,0.928492,0.058865,0.180559,0.892434,0.60496,0,51
17/01/2019?2:00,0.479043,0.405266,0.926257,0.037716,0.167175,0.892434,0.600974,0,51
17/01/2019?3:00,0.495634,0.421093,0.928492,0.043003,0.181028,0.895008,0.609832,0,53
17/01/2019?4:00,0.495983,0.419114,0.931844,0.034896,0.181028,0.89964,0.608946,0,52
17/01/2019?5:00,0.5489,0.43342,0.928492,0.035601,0.193942,0.911477,0.616918,0,53
17/01/2019?6:00,0.639714,0.482879,0.930726,0.047938,0.238319,0.965003,0.613818,0,55
17/01/2019?7:00,0.781174,0.55821,0.930726,0.090589,0.325663,0.957797,0.618689,0,59
17/01/2019?8:00,0.849983,0.598691,0.931844,0.165668,0.365814,0.884714,0.61116,0.033421,59
17/01/2019?9:00,0.893643,0.649673,0.864804,0.230878,0.348673,0.957283,0.603189,0.174142,62
17/01/2019?10:00,0.864478,0.618171,0.887151,0.227,0.263207,0.957283,0.594331,0.318382,63
17/01/2019?11:00,0.839155,0.598082,0.856983,0.194572,0.27753,0.881112,0.590345,0.39314,63
17/01/2019?12:00,0.809466,0.583016,0.899441,0.210081,0.253111,0.879568,0.531444,0.44591,63
17/01/2019?13:00,0.805623,0.582255,0.888268,0.260134,0.25452,0.864128,0.4845,0.438874,62
17/01/2019?14:00,0.792525,0.577994,0.917318,0.261544,0.227518,0.876994,0.53543,0.364996,63
17/01/2019?15:00,0.781698,0.551971,0.903911,0.257314,0.249589,0.798765,0.554916,0.24978,62
17/01/2019?16:00,0.778554,0.572211,0.889385,0.28939,0.269547,0.895522,0.538087,0.091469,61
17/01/2019?17:00,0.866399,0.611779,0.912849,0.392316,0.268138,0.894493,0.564659,0.00088,60
17/01/2019?18:00,0.910583,0.666565,0.926257,0.47938,0.259685,0.931034,0.594331,0,61
17/01/2019?19:00,0.901677,0.653934,0.924022,0.538245,0.251467,0.8842,0.539415,0,62
17/01/2019?20:00,0.88299,0.654238,0.924022,0.512161,0.256868,0.914565,0.538087,0,60
17/01/2019?21:00,0.787635,0.605387,0.922905,0.444836,0.246302,0.856408,0.550487,0,60
17/01/2019?22:00,0.657352,0.549231,0.926257,0.46528,0.189716,0.757077,0.552702,0,60
17/01/2019?23:00,0.597625,0.516816,0.92514,0.483609,0.151679,0.694287,0.562445,0,58
18/01/2019?0:00,0.538596,0.539187,0.924022,0.47656,0.181498,0.739578,0.542073,0,58
18/01/2019?1:00,0.5124,0.560797,0.926257,0.467043,0.19089,0.844056,0.505314,0,63
18/01/2019?2:00,0.491268,0.560037,0.928492,0.504759,0.153322,0.890376,0.484942,0,64
18/01/2019?3:00,0.474852,0.536296,0.929609,0.444836,0.15614,0.891405,0.484942,0,65
18/01/2019?4:00,0.497904,0.525186,0.932961,0.420867,0.157079,0.890376,0.481842,0,63
18/01/2019?5:00,0.535627,0.506468,0.927374,0.367642,0.162949,0.890376,0.4845,0,63
18/01/2019?6:00,0.64635,0.498554,0.929609,0.317941,0.178446,0.89192,0.492471,0,63
18/01/2019?7:00,0.796891,0.598539,0.928492,0.321114,0.322141,0.889861,0.5093,0,66
18/01/2019?8:00,0.871813,0.611931,0.930726,0.293973,0.34069,0.891405,0.526572,0.037819,65
18/01/2019?9:00,0.88072,0.590778,0.901676,0.273881,0.307819,0.88317,0.492471,0.194371,64
18/01/2019?10:00,0.852951,0.578907,0.870391,0.260839,0.286922,0.879568,0.460142,0.329815,65
18/01/2019?11:00,0.811037,0.556232,0.909497,0.23687,0.274243,0.774575,0.475642,0.4292,58
18/01/2019?12:00,0.798463,0.5401,0.869274,0.206909,0.266025,0.768914,0.488928,0.452946,63
18/01/2019?13:00,0.783269,0.526252,0.884916,0.189989,0.264616,0.763767,0.487157,0.422164,61
18/01/2019?14:00,0.7562,0.514686,0.883799,0.152978,0.283165,0.764797,0.507086,0.335092,64
18/01/2019?15:00,0.754279,0.526404,0.883799,0.132534,0.316037,0.841997,0.5124,0.188215,65
18/01/2019?16:00,0.789906,0.546644,0.912849,0.167078,0.332238,0.877509,0.532772,0.033421,64
18/01/2019?17:00,0.869717,0.577233,0.909497,0.230173,0.327542,0.878538,0.568202,0,65
18/01/2019?18:00,0.889452,0.598539,0.910615,0.265774,0.330594,0.882656,0.577059,0,64
18/01/2019?19:00,0.870066,0.602952,0.912849,0.305252,0.321437,0.888317,0.551373,0,65
18/01/2019?20:00,0.854523,0.621214,0.911732,0.265421,0.376145,0.888317,0.551373,0,65
18/01/2019?21:00,0.759343,0.600365,0.911732,0.263306,0.324255,0.89089,0.589903,0,63
18/01/2019?22:00,0.631505,0.560341,0.911732,0.2908,0.252876,0.888317,0.576616,0,64
18/01/2019?23:00,0.571603,0.542535,0.916201,0.313359,0.198638,0.89089,0.594774,0,62
19/01/2019?0:00,0.516591,0.555623,0.924022,0.367289,0.177037,0.892949,0.601417,0,60
19/01/2019?1:00,0.488998,0.518795,0.92067,0.46387,0.157314,0.695317,0.582374,0,58
19/01/2019?2:00,0.449354,0.502815,0.921788,0.492422,0.143226,0.658775,0.55713,0,61
19/01/2019?3:00,0.462277,0.517273,0.921788,0.572788,0.134773,0.626351,0.542516,0,61
19/01/2019?4:00,0.474852,0.524578,0.919553,0.673246,0.123034,0.572311,0.5062,0,61
19/01/2019?5:00,0.491268,0.5261,0.926257,0.670779,0.12186,0.57334,0.512843,0,61
19/01/2019?6:00,0.52183,0.510729,0.922905,0.590412,0.142287,0.586722,0.519486,0,63
19/01/2019?7:00,0.613517,0.538426,0.922905,0.574903,0.172341,0.65054,0.507972,0,62
19/01/2019?8:00,0.68058,0.575559,0.924022,0.496651,0.228927,0.740093,0.524801,0.010554,62
19/01/2019?9:00,0.746245,0.626541,0.924022,0.389143,0.285983,0.882141,0.556687,0.05277,62
19/01/2019?10:00,0.783793,0.626845,0.92067,0.29362,0.303827,0.905301,0.600531,0.103782,60
19/01/2019?11:00,0.783095,0.601887,0.918436,0.24251,0.278939,0.950592,0.582374,0.140721,60
19/01/2019?12:00,0.763535,0.58256,0.919553,0.214663,0.264616,0.950592,0.590788,0.137203,60
19/01/2019?13:00,0.752183,0.566428,0.922905,0.175538,0.268842,0.948533,0.594331,0.116974,60
19/01/2019?14:00,0.713238,0.536905,0.918436,0.147691,0.258042,0.952651,0.567759,0.105541,62
19/01/2019?15:00,0.701711,0.533557,0.92067,0.149454,0.261329,0.953165,0.573959,0.05365,61
19/01/2019?16:00,0.733671,0.53447,0.919553,0.162496,0.259216,0.958827,0.583702,0.007036,60
19/01/2019?17:00,0.812609,0.562928,0.92067,0.187522,0.283165,0.960371,0.593888,0,56
19/01/2019?18:00,0.833741,0.605996,0.919553,0.22559,0.319793,0.957283,0.605403,0,56
19/01/2019?19:00,0.803004,0.573733,0.922905,0.274233,0.253346,0.957797,0.575731,0,54
19/01/2019?20:00,0.774188,0.560493,0.919553,0.339443,0.229866,0.911477,0.540301,0,53
19/01/2019?21:00,0.698743,0.536144,0.921788,0.335566,0.237145,0.846629,0.516386,0,52
19/01/2019?22:00,0.613343,0.521534,0.921788,0.320056,0.24231,0.796191,0.526572,0,53
19/01/2019?23:00,0.543137,0.499011,0.92514,0.345083,0.221179,0.741637,0.516386,0,50
20/01/2019?0:00,0.485155,0.471466,0.921788,0.346493,0.193942,0.696346,0.523915,0,54
20/01/2019?1:00,0.44656,0.425202,0.921788,0.383151,0.14487,0.593412,0.523029,0,57
20/01/2019?2:00,0.432239,0.428854,0.921788,0.384209,0.153557,0.577458,0.529672,0,57
20/01/2019?3:00,0.423158,0.435094,0.922905,0.405005,0.151679,0.577972,0.525686,0,56
20/01/2019?4:00,0.416521,0.443464,0.921788,0.438491,0.14487,0.575399,0.523029,0,56
20/01/2019?5:00,0.438351,0.456399,0.92514,0.46951,0.139704,0.597015,0.511957,0,56
20/01/2019?6:00,0.451624,0.458378,0.922905,0.467043,0.124442,0.655172,0.498671,0,60
20/01/2019?7:00,0.47817,0.495511,0.921788,0.488544,0.140643,0.693258,0.516829,0,60
20/01/2019?8:00,0.539993,0.532796,0.92514,0.489249,0.173985,0.735461,0.523029,0,60
20/01/2019?9:00,0.588369,0.555014,0.922905,0.52062,0.162714,0.786413,0.515943,0.020229,60
20/01/2019?10:00,0.608103,0.568407,0.924022,0.515333,0.173045,0.791045,0.524358,0.047493,59
20/01/2019?11:00,0.610199,0.578299,0.921788,0.443074,0.19676,0.844056,0.538973,0.078276,60
20/01/2019?12:00,0.630807,0.591843,0.926257,0.41981,0.200282,0.847144,0.591674,0.087071,59
20/01/2019?13:00,0.588194,0.557754,0.922905,0.409235,0.169289,0.84457,0.574402,0.073879,59
20/01/2019?14:00,0.578764,0.541927,0.92514,0.393021,0.174924,0.841482,0.552702,0.050132,59
20/01/2019?15:00,0.581732,0.54284,0.921788,0.374692,0.188307,0.847658,0.558902,0.029903,59
20/01/2019?16:00,0.622948,0.539492,0.922905,0.375749,0.198169,0.839938,0.546944,0.008795,59
20/01/2019?17:00,0.69001,0.556384,0.927374,0.416285,0.216248,0.824498,0.526572,0,59
20/01/2019?18:00,0.743451,0.62441,0.92514,0.392668,0.313923,0.856922,0.542516,0,59
20/01/2019?19:00,0.736815,0.618932,0.922905,0.35319,0.321907,0.874936,0.547387,0,59
20/01/2019?20:00,0.705379,0.600061,0.922905,0.347198,0.302184,0.885229,0.528787,0,58
20/01/2019?21:00,0.64897,0.555319,0.921788,0.329573,0.270956,0.839938,0.518601,0,58
20/01/2019?22:00,0.560775,0.505859,0.92067,0.309129,0.222822,0.808029,0.519043,0,59
20/01/2019?23:00,0.48795,0.474966,0.92514,0.322876,0.19629,0.73649,0.523472,0,55
21/01/2019?0:00,0.442019,0.457769,0.92067,0.393021,0.146278,0.702522,0.510186,0,56
21/01/2019?1:00,0.413727,0.456247,0.922905,0.46951,0.13853,0.5965,0.514172,0,56
21/01/2019?2:00,0.403074,0.471313,0.924022,0.555869,0.137356,0.577972,0.468113,0,56
21/01/2019?3:00,0.396612,0.490336,0.921788,0.664082,0.093919,0.576428,0.470771,0,57
21/01/2019?4:00,0.415997,0.522295,0.924022,0.76595,0.076309,0.575399,0.468999,0,56
21/01/2019?5:00,0.454069,0.530969,0.921788,0.714487,0.117164,0.578487,0.480071,0,56
21/01/2019?6:00,0.574223,0.528078,0.922905,0.658795,0.135243,0.60525,0.484942,0,54
21/01/2019?7:00,0.752008,0.645107,0.919553,0.572436,0.303827,0.665466,0.564659,0,57
21/01/2019?8:00,0.868669,0.709025,0.919553,0.4822,0.360883,0.831704,0.60186,0.019349,60
21/01/2019?9:00,0.9022,0.711307,0.792179,0.472682,0.35783,0.852805,0.637733,0.058927,62
21/01/2019?10:00,0.900803,0.720895,0.81676,0.505111,0.343508,0.849202,0.624889,0.101143,60
21/01/2019?11:00,0.877751,0.720286,0.880447,0.540007,0.309228,0.847144,0.60186,0.137203,62
21/01/2019?12:00,0.865351,0.703394,0.886034,0.475502,0.305706,0.853834,0.620461,0.16095,60
21/01/2019?13:00,0.867272,0.694263,0.910615,0.375044,0.331298,0.886773,0.638175,0.150396,61
21/01/2019?14:00,0.840377,0.683762,0.849162,0.332746,0.358065,0.883685,0.655004,0.116974,61
21/01/2019?15:00,0.825183,0.661848,0.86257,0.304547,0.336699,0.91508,0.654119,0.078276,61
21/01/2019?16:00,0.828327,0.636281,0.853631,0.266479,0.323785,0.920741,0.682019,0.016711,60
21/01/2019?17:00,0.906916,0.657891,0.856983,0.24392,0.383189,0.907874,0.679362,0,60
21/01/2019?18:00,0.911631,0.669305,0.909497,0.218188,0.396102,0.911477,0.695748,0,63
21/01/2019?19:00,0.895739,0.630345,0.910615,0.201621,0.355248,0.912506,0.679362,0,61
21/01/2019?20:00,0.881069,0.626389,0.910615,0.195277,0.367927,0.895522,0.666962,0,60
21/01/2019?21:00,0.788509,0.580277,0.909497,0.185055,0.34703,0.871848,0.605403,0,61
21/01/2019?22:00,0.673943,0.526556,0.911732,0.127952,0.312984,0.866701,0.589903,0,60
21/01/2019?23:00,0.589242,0.494445,0.918436,0.114558,0.276826,0.869789,0.576616,0,57
22/01/2019?0:00,0.544534,0.504337,0.917318,0.074374,0.304297,0.87545,0.599203,0,58
22/01/2019?1:00,0.512749,0.48714,0.921788,0.041946,0.271895,0.87545,0.64969,0,58
22/01/2019?2:00,0.484806,0.437985,0.922905,0.021854,0.218126,0.86876,0.638175,0,59
22/01/2019?3:00,0.483933,0.430376,0.92067,0.016919,0.211082,0.865672,0.639504,0,56
22/01/2019?4:00,0.49284,0.418201,0.921788,0.019387,0.194412,0.862584,0.634632,0,57
22/01/2019?5:00,0.541565,0.432506,0.921788,0.026789,0.204273,0.860525,0.650133,0,57
22/01/2019?6:00,0.664687,0.474661,0.926257,0.038068,0.24325,0.864128,0.678034,0,61
22/01/2019?7:00,0.799511,0.558058,0.92514,0.05111,0.353135,0.867216,0.695306,0,62
22/01/2019?8:00,0.88037,0.587582,0.92514,0.064857,0.402911,0.833762,0.696191,0.002639,62
22/01/2019?9:00,0.929794,0.616953,0.854749,0.063447,0.418878,0.882141,0.725864,0.033421,59
22/01/2019?10:00,0.919839,0.611931,0.854749,0.073317,0.408077,0.879053,0.698849,0.077397,62
22/01/2019?11:00,0.884911,0.609192,0.87933,0.108213,0.374266,0.875965,0.689548,0.1073,61
